Invoice_ID,Date,Branch,Category,Product_Name,Customer_Type,Gender,Quantity,Unit_Price,Sales,Payment_Method,Cashier,Year,Month,Month_Name
INV100811,2024-03-15,Hamar Weyne,Dairy,Fresh Cream 200ml,Regular,Male,2,1.82,3.64,Cash,Hodan Warsame,2024,3,March
INV100913,2024-03-15,Laba Dhagax,Fruits,Banana (kg),Regular,Male,2,1.17,2.34,Cash,Yusuf Farah,2024,3,March
INV100951,2024-03-15,Hamar Weyne,Dairy,Eggs Tray (30pcs),Member,Male,2,4.56,9.12,Evc Plus,Khadija Omar,2024,3,March
INV100972,2024-03-15,Laba Dhagax,Fruits,Grapes (kg),Member,Female,4,3.94,15.76,Zaad,Sahra Ibrahim,2024,3,March
INV100726,2024-03-15,Laba Dhagax,Personal Care,Toothpaste,Member,Male,4,2.14,8.56,Zaad,Sahra Ibrahim,2024,3,March
INV100979,2024-03-16,Hamar Weyne,Personal Care,Toothpaste,Member,Female,8,1.98,15.84,Visa,Hodan Warsame,2024,3,March
INV100698,2024-03-16,Laba Dhagax,Dairy,Butter 250g,Member,Female,5,3.28,16.4,Zaad,Yusuf Farah,2024,3,March
INV100734,2024-03-16,Hodan-Taleex,Bakery,Cupcake,Regular,Male,4,0.86,3.44,Evc Plus,Amina Hassan,2024,3,March
INV100678,2024-03-16,Hamar Weyne,Household,Sugar 2kg,Regular,Female,2,3.15,6.3,Cash,Khadija Omar,2024,3,March
INV100801,2024-03-16,Hodan-Taleex,Fruits,Grapes (kg),Member,Female,8,3.49,27.92,Evc Plus,Abdirahman Nur,2024,3,March
INV100687,2024-03-16,Hamar Weyne,Fruits,Watermelon (each),Regular,Female,3,3.03,9.09,Evc Plus,Ahmed Abdi,2024,3,March
INV100745,2024-03-16,Laba Dhagax,Beverages,Black Tea Pack,Regular,Female,4,1.32,5.28,Zaad,Yusuf Farah,2024,3,March
INV100739,2024-03-16,Hamar Weyne,Beverages,Coffee 200g,Member,Female,7,3.95,27.65,Visa,Ahmed Abdi,2024,3,March
INV100686,2024-03-17,Hamar Weyne,Fruits,Banana (kg),Regular,Female,5,0.85,4.25,Evc Plus,Khadija Omar,2024,3,March
INV100783,2024-03-17,Hamar Weyne,Dairy,Cheese 200g,Member,Male,6,2.6,15.6,Zaad,Ahmed Abdi,2024,3,March
INV100699,2024-03-17,Hodan-Taleex,Household,Pasta 500g,Regular,Male,4,1.71,6.84,Zaad,Amina Hassan,2024,3,March
INV100790,2024-03-17,Hamar Weyne,Beverages,Apple Juice 1L,Member,Female,7,1.69,11.83,Zaad,Khadija Omar,2024,3,March
INV100822,2024-03-17,Hamar Weyne,Personal Care,Toothpaste,Regular,Female,2,1.96,3.92,Evc Plus,Ahmed Abdi,2024,3,March
INV100902,2024-03-17,Hodan-Taleex,Personal Care,Hand Sanitizer 100ml,Regular,Female,3,1.53,4.59,Visa,Mohamed Ali,2024,3,March
INV100719,2024-03-17,Hodan-Taleex,Fruits,Banana (kg),Member,Female,7,0.85,5.95,Evc Plus,Amina Hassan,2024,3,March
INV100863,2024-03-17,Hodan-Taleex,Personal Care,Toothpaste,Regular,Female,4,2.11,8.44,Evc Plus,Amina Hassan,2024,3,March
INV100827,2024-03-17,Hodan-Taleex,Fruits,Watermelon (each),Regular,Male,1,3.0,3.0,Evc Plus,Fadumo Yusuf,2024,3,March
INV100672,2024-03-17,Hodan-Taleex,Dairy,Milk 1L,Regular,Female,6,1.39,8.34,Evc Plus,Abdirahman Nur,2024,3,March
INV100911,2024-03-17,Hamar Weyne,Snacks,Peanuts 200g,Regular,Male,1,1.26,1.26,Evc Plus,Khadija Omar,2024,3,March
INV100988,2024-03-17,Hodan-Taleex,Snacks,Peanuts 200g,Member,Female,4,0.85,3.4,Cash,Amina Hassan,2024,3,March
INV100871,2024-03-17,Laba Dhagax,Vegetables,Tomato (kg),Member,Male,4,0.79,3.16,Evc Plus,Yusuf Farah,2024,3,March
INV100868,2024-03-17,Hodan-Taleex,Fruits,Mango (kg),Regular,Female,4,1.67,6.68,Evc Plus,Abdirahman Nur,2024,3,March
INV100673,2024-03-17,Hodan-Taleex,Beverages,Soft Drink Cola 500ml,Regular,Male,1,0.91,0.91,Evc Plus,Fadumo Yusuf,2024,3,March
INV100973,2024-03-17,Hamar Weyne,Beverages,Bottled Water 500ml,Regular,Male,3,0.48,1.44,Evc Plus,Khadija Omar,2024,3,March
INV100847,2024-03-17,Hamar Weyne,Snacks,Candy Pack,Regular,Male,6,0.76,4.56,Zaad,Ahmed Abdi,2024,3,March
INV100741,2024-03-17,Hamar Weyne,Beverages,Soft Drink Cola 500ml,Regular,Male,6,1.22,7.32,Evc Plus,Ahmed Abdi,2024,3,March
INV100723,2024-03-18,Hamar Weyne,Personal Care,Shampoo 400ml,Member,Female,4,2.82,11.28,Zaad,Khadija Omar,2024,3,March
INV100808,2024-03-18,Hodan-Taleex,Bakery,Biscuits Pack,Regular,Male,5,1.12,5.6,Evc Plus,Amina Hassan,2024,3,March
INV100856,2024-03-18,Hodan-Taleex,Snacks,Peanuts 200g,Member,Female,3,1.02,3.06,Evc Plus,Abdirahman Nur,2024,3,March
INV100740,2024-03-18,Hodan-Taleex,Household,Dish Soap 500ml,Regular,Female,2,1.87,3.74,Evc Plus,Fadumo Yusuf,2024,3,March
INV100920,2024-03-18,Laba Dhagax,Beverages,Bottled Water 500ml,Regular,Male,3,0.39,1.17,Evc Plus,Sahra Ibrahim,2024,3,March
INV100946,2024-03-18,Laba Dhagax,Bakery,Brown Bread,Regular,Female,2,0.83,1.66,Evc Plus,Sahra Ibrahim,2024,3,March
INV100820,2024-03-18,Hamar Weyne,Snacks,Peanuts 200g,Regular,Female,5,1.34,6.7,Evc Plus,Hodan Warsame,2024,3,March
INV100774,2024-03-18,Hodan-Taleex,Fruits,Grapes (kg),Regular,Female,6,2.97,17.82,Zaad,Abdirahman Nur,2024,3,March
INV100829,2024-03-18,Hodan-Taleex,Beverages,Coffee 200g,Regular,Female,6,3.03,18.18,Evc Plus,Fadumo Yusuf,2024,3,March
INV100763,2024-03-18,Laba Dhagax,Personal Care,Bar Soap,Member,Female,7,0.87,6.09,Evc Plus,Yusuf Farah,2024,3,March
INV100757,2024-03-18,Hodan-Taleex,Snacks,Potato Chips,Regular,Male,5,1.12,5.6,Evc Plus,Mohamed Ali,2024,3,March
INV100971,2024-03-18,Hodan-Taleex,Personal Care,Toothpaste,Member,Female,6,1.74,10.44,Zaad,Abdirahman Nur,2024,3,March
INV100917,2024-03-18,Laba Dhagax,Household,Pasta 500g,Regular,Female,5,1.51,7.55,Evc Plus,Yusuf Farah,2024,3,March
INV100743,2024-03-18,Hodan-Taleex,Fruits,Orange (kg),Regular,Female,1,1.41,1.41,Evc Plus,Mohamed Ali,2024,3,March
INV100704,2024-03-19,Laba Dhagax,Dairy,Eggs Tray (30pcs),Member,Male,8,5.05,40.4,Evc Plus,Yusuf Farah,2024,3,March
INV100701,2024-03-19,Laba Dhagax,Bakery,Brown Bread,Regular,Male,3,0.86,2.58,Evc Plus,Sahra Ibrahim,2024,3,March
INV100756,2024-03-19,Hamar Weyne,Household,Laundry Detergent 1kg,Regular,Male,4,3.19,12.76,Zaad,Ahmed Abdi,2024,3,March
INV100897,2024-03-19,Hodan-Taleex,Snacks,Potato Chips,Regular,Female,3,1.03,3.09,Zaad,Fadumo Yusuf,2024,3,March
INV100959,2024-03-19,Hamar Weyne,Household,Dish Soap 500ml,Regular,Female,5,1.7,8.5,Evc Plus,Khadija Omar,2024,3,March
INV100812,2024-03-19,Hodan-Taleex,Household,Cooking Oil 1L,Regular,Female,6,3.38,20.28,Evc Plus,Fadumo Yusuf,2024,3,March
INV100916,2024-03-19,Hamar Weyne,Vegetables,Carrot (kg),Regular,Male,6,0.97,5.82,Evc Plus,Ahmed Abdi,2024,3,March
INV100837,2024-03-19,Laba Dhagax,Beverages,Orange Juice 1L,Regular,Male,1,1.63,1.63,Evc Plus,Yusuf Farah,2024,3,March
INV100893,2024-03-19,Hodan-Taleex,Fruits,Watermelon (each),Member,Female,4,2.68,10.72,Evc Plus,Fadumo Yusuf,2024,3,March
INV100804,2024-03-19,Hodan-Taleex,Beverages,Bottled Water 500ml,Regular,Male,1,0.31,0.31,Evc Plus,Fadumo Yusuf,2024,3,March
INV100692,2024-03-19,Laba Dhagax,Fruits,Grapes (kg),Regular,Male,5,3.56,17.8,Cash,Yusuf Farah,2024,3,March
INV100873,2024-03-19,Hodan-Taleex,Snacks,Chocolate Bar,Member,Female,6,1.09,6.54,Visa,Amina Hassan,2024,3,March
INV100985,2024-03-19,Hamar Weyne,Beverages,Soft Drink Cola 500ml,Regular,Female,4,1.13,4.52,Cash,Hodan Warsame,2024,3,March
INV100975,2024-03-19,Laba Dhagax,Beverages,Orange Juice 1L,Member,Female,6,2.01,12.06,Evc Plus,Yusuf Farah,2024,3,March
INV100834,2024-03-20,Hodan-Taleex,Dairy,Milk 1L,Regular,Male,2,1.13,2.26,Visa,Fadumo Yusuf,2024,3,March
INV100841,2024-03-20,Hamar Weyne,Vegetables,Cucumber (kg),Member,Male,3,0.93,2.79,Evc Plus,Khadija Omar,2024,3,March
INV100776,2024-03-20,Laba Dhagax,Dairy,Cheese 200g,Regular,Female,5,3.32,16.6,Evc Plus,Yusuf Farah,2024,3,March
INV100840,2024-03-20,Hodan-Taleex,Personal Care,Toothpaste,Regular,Female,1,1.72,1.72,Zaad,Amina Hassan,2024,3,March
INV100994,2024-03-20,Laba Dhagax,Personal Care,Hand Sanitizer 100ml,Regular,Female,2,2.19,4.38,Evc Plus,Sahra Ibrahim,2024,3,March
INV100862,2024-03-20,Hodan-Taleex,Beverages,Sprite 500ml,Regular,Female,2,0.94,1.88,Zaad,Amina Hassan,2024,3,March
INV100865,2024-03-20,Hamar Weyne,Bakery,Donut,Regular,Female,2,0.61,1.22,Evc Plus,Hodan Warsame,2024,3,March
INV100944,2024-03-20,Hodan-Taleex,Dairy,Yogurt 500g,Regular,Male,4,1.29,5.16,Zaad,Amina Hassan,2024,3,March
INV100927,2024-03-20,Hodan-Taleex,Bakery,Brown Bread,Member,Female,2,0.95,1.9,Evc Plus,Mohamed Ali,2024,3,March
INV100845,2024-03-20,Hodan-Taleex,Bakery,Croissant,Member,Male,3,1.04,3.12,Zaad,Abdirahman Nur,2024,3,March
INV100860,2024-03-21,Hamar Weyne,Snacks,Peanuts 200g,Member,Male,3,1.03,3.09,Zaad,Khadija Omar,2024,3,March
INV100876,2024-03-21,Laba Dhagax,Vegetables,Cucumber (kg),Member,Male,4,0.63,2.52,Zaad,Sahra Ibrahim,2024,3,March
INV100817,2024-03-21,Hodan-Taleex,Bakery,Brown Bread,Member,Male,4,0.99,3.96,Evc Plus,Fadumo Yusuf,2024,3,March
INV100961,2024-03-21,Hodan-Taleex,Dairy,Milk 1L,Regular,Female,1,1.37,1.37,Evc Plus,Amina Hassan,2024,3,March
INV100839,2024-03-21,Hamar Weyne,Bakery,Biscuits Pack,Regular,Female,5,1.48,7.4,Evc Plus,Khadija Omar,2024,3,March
INV100705,2024-03-21,Hodan-Taleex,Snacks,Potato Chips,Regular,Male,2,1.06,2.12,Zaad,Mohamed Ali,2024,3,March
INV100993,2024-03-21,Laba Dhagax,Fruits,Mango (kg),Member,Male,4,1.48,5.92,Zaad,Yusuf Farah,2024,3,March
INV100901,2024-03-21,Hamar Weyne,Household,Laundry Detergent 1kg,Regular,Male,5,3.36,16.8,Evc Plus,Khadija Omar,2024,3,March
INV100664,2024-03-21,Hamar Weyne,Snacks,Candy Pack,Regular,Female,4,0.61,2.44,Evc Plus,Khadija Omar,2024,3,March
INV100852,2024-03-21,Laba Dhagax,Snacks,Biscuit Snack Pack,Member,Male,6,0.6,3.6,Cash,Sahra Ibrahim,2024,3,March
INV100747,2024-03-21,Hodan-Taleex,Beverages,Black Tea Pack,Member,Female,6,1.56,9.36,Visa,Amina Hassan,2024,3,March
INV100958,2024-03-21,Laba Dhagax,Snacks,Potato Chips,Regular,Male,1,0.77,0.77,Evc Plus,Sahra Ibrahim,2024,3,March
INV100818,2024-03-21,Laba Dhagax,Personal Care,Toothpaste,Regular,Male,1,2.35,2.35,Evc Plus,Sahra Ibrahim,2024,3,March
INV100791,2024-03-21,Hamar Weyne,Beverages,Coffee 200g,Regular,Male,5,3.57,17.85,Zaad,Hodan Warsame,2024,3,March
INV100912,2024-03-21,Laba Dhagax,Beverages,Coffee 200g,Regular,Female,5,2.81,14.05,Visa,Sahra Ibrahim,2024,3,March
INV100952,2024-03-21,Laba Dhagax,Dairy,Butter 250g,Member,Female,5,2.0,10.0,Zaad,Yusuf Farah,2024,3,March
INV100718,2024-03-21,Hodan-Taleex,Vegetables,Cucumber (kg),Regular,Male,2,0.88,1.76,Visa,Fadumo Yusuf,2024,3,March
INV100797,2024-03-22,Hamar Weyne,Vegetables,Tomato (kg),Regular,Female,3,0.71,2.13,Evc Plus,Ahmed Abdi,2024,3,March
INV100967,2024-03-22,Hodan-Taleex,Personal Care,Hand Sanitizer 100ml,Member,Female,7,1.66,11.62,Evc Plus,Amina Hassan,2024,3,March
INV100965,2024-03-22,Hamar Weyne,Snacks,Candy Pack,Regular,Female,2,0.58,1.16,Evc Plus,Hodan Warsame,2024,3,March
INV100681,2024-03-22,Laba Dhagax,Snacks,Biscuit Snack Pack,Regular,Male,2,0.86,1.72,Zaad,Sahra Ibrahim,2024,3,March
INV100956,2024-03-22,Hamar Weyne,Vegetables,Onion (kg),Regular,Female,1,0.65,0.65,Visa,Khadija Omar,2024,3,March
INV101001,2024-03-22,Hamar Weyne,Personal Care,Bar Soap,Regular,Male,4,0.79,3.16,Evc Plus,Hodan Warsame,2024,3,March
INV100764,2024-03-22,Hodan-Taleex,Bakery,Donut,Regular,Male,5,0.89,4.45,Evc Plus,Mohamed Ali,2024,3,March
INV100777,2024-03-22,Hamar Weyne,Personal Care,Hand Sanitizer 100ml,Member,Male,4,1.65,6.6,Evc Plus,Hodan Warsame,2024,3,March
INV100889,2024-03-22,Hamar Weyne,Vegetables,Cabbage (each),Member,Female,7,0.81,5.67,Evc Plus,Ahmed Abdi,2024,3,March
INV100770,2024-03-23,Hamar Weyne,Dairy,Fresh Cream 200ml,Member,Female,3,2.34,7.02,Evc Plus,Hodan Warsame,2024,3,March
INV100851,2024-03-23,Hodan-Taleex,Dairy,Fresh Cream 200ml,Member,Female,4,1.69,6.76,Visa,Amina Hassan,2024,3,March
INV100749,2024-03-23,Laba Dhagax,Fruits,Orange (kg),Regular,Female,6,1.53,9.18,Evc Plus,Yusuf Farah,2024,3,March
INV100738,2024-03-23,Laba Dhagax,Household,Dish Soap 500ml,Member,Female,6,1.62,9.72,Cash,Sahra Ibrahim,2024,3,March
INV100949,2024-03-23,Hamar Weyne,Snacks,Potato Chips,Member,Female,6,0.9,5.4,Visa,Hodan Warsame,2024,3,March
INV100888,2024-03-23,Laba Dhagax,Vegetables,Tomato (kg),Member,Male,5,1.19,5.95,Zaad,Yusuf Farah,2024,3,March
INV100857,2024-03-23,Laba Dhagax,Dairy,Butter 250g,Regular,Female,5,2.52,12.6,Evc Plus,Yusuf Farah,2024,3,March
INV100935,2024-03-23,Laba Dhagax,Fruits,Grapes (kg),Regular,Male,1,3.96,3.96,Zaad,Yusuf Farah,2024,3,March
INV100737,2024-03-23,Hodan-Taleex,Beverages,Sprite 500ml,Regular,Female,6,0.91,5.46,Visa,Amina Hassan,2024,3,March
INV100752,2024-03-23,Laba Dhagax,Beverages,Apple Juice 1L,Regular,Male,4,1.64,6.56,Zaad,Sahra Ibrahim,2024,3,March
INV100962,2024-03-23,Hodan-Taleex,Fruits,Watermelon (each),Member,Female,8,2.55,20.4,Cash,Amina Hassan,2024,3,March
INV100751,2024-03-23,Hodan-Taleex,Household,Pasta 500g,Regular,Female,5,1.42,7.1,Zaad,Fadumo Yusuf,2024,3,March
INV100923,2024-03-23,Hamar Weyne,Vegetables,Onion (kg),Member,Female,5,0.72,3.6,Zaad,Hodan Warsame,2024,3,March
INV101000,2024-03-24,Hodan-Taleex,Dairy,Milk 1L,Member,Female,6,1.39,8.34,Cash,Mohamed Ali,2024,3,March
INV100964,2024-03-24,Laba Dhagax,Beverages,Sprite 500ml,Member,Male,6,0.8,4.8,Zaad,Yusuf Farah,2024,3,March
INV100835,2024-03-24,Hamar Weyne,Bakery,White Bread,Regular,Male,4,0.92,3.68,Evc Plus,Ahmed Abdi,2024,3,March
INV100947,2024-03-24,Hamar Weyne,Personal Care,Body Lotion 200ml,Member,Female,8,3.84,30.72,Evc Plus,Ahmed Abdi,2024,3,March
INV100999,2024-03-24,Hodan-Taleex,Vegetables,Carrot (kg),Regular,Female,1,0.87,0.87,Evc Plus,Fadumo Yusuf,2024,3,March
INV100990,2024-03-24,Hamar Weyne,Vegetables,Tomato (kg),Regular,Male,5,1.01,5.05,Evc Plus,Khadija Omar,2024,3,March
INV100909,2024-03-24,Hodan-Taleex,Bakery,Brown Bread,Member,Male,7,0.8,5.6,Evc Plus,Amina Hassan,2024,3,March
INV100978,2024-03-24,Hamar Weyne,Snacks,Biscuit Snack Pack,Member,Female,6,0.97,5.82,Zaad,Hodan Warsame,2024,3,March
INV100950,2024-03-24,Hodan-Taleex,Bakery,Donut,Regular,Male,5,0.74,3.7,Evc Plus,Abdirahman Nur,2024,3,March
INV100733,2024-03-24,Hodan-Taleex,Vegetables,Onion (kg),Regular,Male,1,0.67,0.67,Zaad,Abdirahman Nur,2024,3,March
INV100762,2024-03-24,Hodan-Taleex,Bakery,Brown Bread,Member,Female,6,0.98,5.88,Evc Plus,Mohamed Ali,2024,3,March
INV100938,2024-03-24,Hamar Weyne,Fruits,Grapes (kg),Regular,Female,3,2.74,8.22,Evc Plus,Khadija Omar,2024,3,March
INV100708,2024-03-24,Hamar Weyne,Bakery,Donut,Regular,Male,6,0.6,3.6,Evc Plus,Ahmed Abdi,2024,3,March
INV100869,2024-03-24,Hodan-Taleex,Personal Care,Toothbrush,Regular,Male,1,1.18,1.18,Evc Plus,Amina Hassan,2024,3,March
INV100849,2024-03-24,Hodan-Taleex,Personal Care,Hand Sanitizer 100ml,Regular,Female,3,1.79,5.37,Evc Plus,Abdirahman Nur,2024,3,March
INV100805,2024-03-24,Hodan-Taleex,Snacks,Candy Pack,Member,Male,4,0.58,2.32,Zaad,Abdirahman Nur,2024,3,March
INV100987,2024-03-24,Hodan-Taleex,Bakery,Brown Bread,Regular,Female,1,0.89,0.89,Evc Plus,Mohamed Ali,2024,3,March
INV100970,2024-03-25,Hodan-Taleex,Fruits,Apple (kg),Member,Female,8,1.87,14.96,Evc Plus,Fadumo Yusuf,2024,3,March
INV100682,2024-03-25,Hodan-Taleex,Dairy,Eggs Tray (30pcs),Regular,Female,5,3.54,17.7,Zaad,Mohamed Ali,2024,3,March
INV100725,2024-03-25,Hodan-Taleex,Bakery,White Bread,Regular,Female,2,0.98,1.96,Evc Plus,Amina Hassan,2024,3,March
INV100907,2024-03-25,Laba Dhagax,Household,Sugar 2kg,Member,Female,4,3.07,12.28,Cash,Yusuf Farah,2024,3,March
INV100800,2024-03-25,Hodan-Taleex,Household,Laundry Detergent 1kg,Regular,Female,5,2.63,13.15,Zaad,Fadumo Yusuf,2024,3,March
INV100689,2024-03-25,Hodan-Taleex,Household,Flour 2kg,Regular,Female,2,1.98,3.96,Evc Plus,Fadumo Yusuf,2024,3,March
INV100707,2024-03-25,Hodan-Taleex,Personal Care,Toothpaste,Regular,Female,1,2.39,2.39,Visa,Mohamed Ali,2024,3,March
INV100874,2024-03-25,Hodan-Taleex,Personal Care,Bar Soap,Regular,Female,4,0.78,3.12,Cash,Fadumo Yusuf,2024,3,March
INV100775,2024-03-25,Hamar Weyne,Beverages,Bottled Water 500ml,Member,Female,3,0.49,1.47,Visa,Hodan Warsame,2024,3,March
INV100754,2024-03-26,Hodan-Taleex,Bakery,White Bread,Regular,Female,2,0.78,1.56,Zaad,Mohamed Ali,2024,3,March
INV100744,2024-03-26,Hodan-Taleex,Vegetables,Tomato (kg),Regular,Male,1,0.93,0.93,Evc Plus,Abdirahman Nur,2024,3,March
INV100941,2024-03-26,Laba Dhagax,Household,Pasta 500g,Member,Female,4,1.01,4.04,Zaad,Sahra Ibrahim,2024,3,March
INV100693,2024-03-26,Hodan-Taleex,Fruits,Orange (kg),Regular,Male,6,1.43,8.58,Cash,Mohamed Ali,2024,3,March
INV100683,2024-03-26,Hodan-Taleex,Vegetables,Cucumber (kg),Regular,Male,6,0.67,4.02,Zaad,Amina Hassan,2024,3,March
INV100802,2024-03-26,Hodan-Taleex,Snacks,Candy Pack,Regular,Male,2,0.8,1.6,Zaad,Mohamed Ali,2024,3,March
INV100995,2024-03-27,Hamar Weyne,Household,Cooking Oil 1L,Regular,Male,4,2.57,10.28,Zaad,Khadija Omar,2024,3,March
INV100981,2024-03-27,Hodan-Taleex,Beverages,Black Tea Pack,Regular,Male,3,1.35,4.05,Evc Plus,Abdirahman Nur,2024,3,March
INV100954,2024-03-27,Hodan-Taleex,Fruits,Apple (kg),Regular,Male,6,2.47,14.82,Evc Plus,Mohamed Ali,2024,3,March
INV100670,2024-03-27,Hamar Weyne,Bakery,Brown Bread,Member,Female,7,0.88,6.16,Evc Plus,Hodan Warsame,2024,3,March
INV100716,2024-03-27,Laba Dhagax,Household,Sugar 2kg,Regular,Male,6,2.13,12.78,Evc Plus,Sahra Ibrahim,2024,3,March
INV100767,2024-03-27,Hodan-Taleex,Household,Rice 5kg,Member,Female,7,8.74,61.18,Visa,Abdirahman Nur,2024,3,March
INV100882,2024-03-27,Hamar Weyne,Dairy,Yogurt 500g,Member,Female,3,1.43,4.29,Evc Plus,Ahmed Abdi,2024,3,March
INV100674,2024-03-27,Hamar Weyne,Bakery,Brown Bread,Regular,Male,2,0.78,1.56,Zaad,Khadija Omar,2024,3,March
INV100934,2024-03-27,Hodan-Taleex,Snacks,Candy Pack,Regular,Female,2,0.58,1.16,Cash,Amina Hassan,2024,3,March
INV100884,2024-03-28,Hodan-Taleex,Household,Laundry Detergent 1kg,Member,Female,6,2.51,15.06,Evc Plus,Amina Hassan,2024,3,March
INV100890,2024-03-28,Hamar Weyne,Fruits,Grapes (kg),Regular,Male,3,3.04,9.12,Evc Plus,Hodan Warsame,2024,3,March
INV100669,2024-03-28,Hodan-Taleex,Dairy,Eggs Tray (30pcs),Regular,Female,6,4.87,29.22,Evc Plus,Fadumo Yusuf,2024,3,March
INV100982,2024-03-28,Hamar Weyne,Vegetables,Onion (kg),Regular,Male,2,0.97,1.94,Evc Plus,Khadija Omar,2024,3,March
INV100908,2024-03-28,Hamar Weyne,Personal Care,Toothbrush,Regular,Female,4,0.92,3.68,Evc Plus,Khadija Omar,2024,3,March
INV100748,2024-03-28,Hodan-Taleex,Fruits,Orange (kg),Regular,Female,1,1.65,1.65,Cash,Abdirahman Nur,2024,3,March
INV100996,2024-03-28,Laba Dhagax,Bakery,Donut,Member,Female,3,0.9,2.7,Zaad,Sahra Ibrahim,2024,3,March
INV100679,2024-03-29,Hamar Weyne,Snacks,Peanuts 200g,Member,Female,4,0.9,3.6,Evc Plus,Ahmed Abdi,2024,3,March
INV100832,2024-03-29,Hodan-Taleex,Fruits,Mango (kg),Regular,Female,4,1.83,7.32,Evc Plus,Abdirahman Nur,2024,3,March
INV100885,2024-03-29,Hodan-Taleex,Vegetables,Cucumber (kg),Member,Female,6,0.73,4.38,Visa,Amina Hassan,2024,3,March
INV100666,2024-03-29,Hamar Weyne,Household,Cooking Oil 1L,Regular,Female,1,3.09,3.09,Evc Plus,Hodan Warsame,2024,3,March
INV100875,2024-03-29,Hodan-Taleex,Personal Care,Body Lotion 200ml,Regular,Female,4,3.52,14.08,Evc Plus,Mohamed Ali,2024,3,March
INV100784,2024-03-29,Hodan-Taleex,Vegetables,Onion (kg),Regular,Female,1,0.77,0.77,Cash,Mohamed Ali,2024,3,March
INV100821,2024-03-29,Laba Dhagax,Household,Flour 2kg,Regular,Male,3,2.27,6.81,Zaad,Yusuf Farah,2024,3,March
INV100830,2024-03-29,Laba Dhagax,Fruits,Grapes (kg),Regular,Female,3,3.38,10.14,Evc Plus,Sahra Ibrahim,2024,3,March
INV100712,2024-03-30,Hamar Weyne,Snacks,Potato Chips,Regular,Female,2,0.83,1.66,Cash,Khadija Omar,2024,3,March
INV100758,2024-03-30,Hodan-Taleex,Household,Rice 5kg,Regular,Female,5,8.84,44.2,Zaad,Abdirahman Nur,2024,3,March
INV100803,2024-03-30,Hodan-Taleex,Household,Pasta 500g,Member,Male,4,1.54,6.16,Cash,Fadumo Yusuf,2024,3,March
INV100675,2024-03-30,Laba Dhagax,Beverages,Soft Drink Cola 500ml,Member,Male,2,0.98,1.96,Evc Plus,Sahra Ibrahim,2024,3,March
INV100925,2024-03-30,Laba Dhagax,Vegetables,Potato (kg),Regular,Male,5,0.91,4.55,Zaad,Sahra Ibrahim,2024,3,March
INV100904,2024-03-30,Hodan-Taleex,Household,Pasta 500g,Regular,Male,2,1.51,3.02,Zaad,Abdirahman Nur,2024,3,March
INV100773,2024-03-30,Hodan-Taleex,Snacks,Chocolate Bar,Member,Female,7,1.0,7.0,Evc Plus,Mohamed Ali,2024,3,March
INV100667,2024-03-30,Hodan-Taleex,Personal Care,Bar Soap,Member,Male,2,0.87,1.74,Evc Plus,Fadumo Yusuf,2024,3,March
INV100781,2024-03-30,Hamar Weyne,Bakery,Croissant,Member,Female,6,0.83,4.98,Evc Plus,Hodan Warsame,2024,3,March
INV100997,2024-03-30,Hamar Weyne,Bakery,White Bread,Regular,Male,2,0.98,1.96,Evc Plus,Hodan Warsame,2024,3,March
INV100819,2024-03-30,Hamar Weyne,Household,Rice 5kg,Member,Female,8,8.27,66.16,Evc Plus,Hodan Warsame,2024,3,March
INV100891,2024-03-31,Hamar Weyne,Bakery,Biscuits Pack,Member,Female,3,0.99,2.97,Zaad,Khadija Omar,2024,3,March
INV100872,2024-03-31,Hamar Weyne,Snacks,Peanuts 200g,Member,Male,6,0.98,5.88,Evc Plus,Hodan Warsame,2024,3,March
INV100825,2024-03-31,Laba Dhagax,Bakery,Biscuits Pack,Regular,Male,6,1.31,7.86,Zaad,Sahra Ibrahim,2024,3,March
INV100877,2024-03-31,Hodan-Taleex,Household,Laundry Detergent 1kg,Member,Male,8,2.97,23.76,Zaad,Mohamed Ali,2024,3,March
INV100765,2024-03-31,Hodan-Taleex,Household,Laundry Detergent 1kg,Regular,Male,6,3.48,20.88,Evc Plus,Fadumo Yusuf,2024,3,March
INV101150,2024-04-01,Hamar Weyne,Dairy,Cheese 200g,Regular,Female,3,2.79,8.37,Evc Plus,Khadija Omar,2024,4,April
INV101171,2024-04-01,Hodan-Taleex,Personal Care,Toothbrush,Member,Male,3,0.82,2.46,Cash,Abdirahman Nur,2024,4,April
INV101021,2024-04-01,Hodan-Taleex,Bakery,Croissant,Member,Male,2,0.87,1.74,Zaad,Fadumo Yusuf,2024,4,April
INV101344,2024-04-01,Hodan-Taleex,Vegetables,Tomato (kg),Regular,Male,1,0.77,0.77,Evc Plus,Mohamed Ali,2024,4,April
INV101287,2024-04-01,Hodan-Taleex,Household,Rice 5kg,Regular,Male,2,8.51,17.02,Visa,Mohamed Ali,2024,4,April
INV101308,2024-04-01,Hodan-Taleex,Beverages,Coffee 200g,Regular,Male,1,3.5,3.5,Evc Plus,Amina Hassan,2024,4,April
INV101216,2024-04-01,Hodan-Taleex,Personal Care,Shampoo 400ml,Regular,Female,5,3.99,19.95,Evc Plus,Mohamed Ali,2024,4,April
INV101299,2024-04-01,Hamar Weyne,Beverages,Sprite 500ml,Regular,Female,6,0.93,5.58,Evc Plus,Hodan Warsame,2024,4,April
